X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
2,3,2,3,5,2,3,3,3,3,,,,,,,,,,,A
1,2,3,4,2,4,4,3,3,1,,,,,,,,,,,D
1,2,2,4,4,3,3,3,2,1,,,,,,,,,,,B
1,1,3,4,5,4,4,3,2,3,,,,,,,,,,,A
2,3,3,5,2,4,4,3,3,2,,,,,,,,,,,A
1,2,2,4,3,4,3,3,4,1,,,,,,,,,,,D
2,1,2,2,2,3,3,3,4,1,,,,,,,,,,,B
1,2,3,4,3,3,4,3,4,2,,,,,,,,,,,A
1,1,2,4,2,3,3,3,1,1,,,,,,,,,,,A
1,1,3,3,1,2,1,3,4,1,,,,,,,,,,,B
2,3,3,4,4,3,2,3,3,3,,,,,,,,,,,A
2,1,3,3,2,2,2,3,2,2,,,,,,,,,,,B
2,1,2,6,5,4,3,3,4,3,,,,,,,,,,,B
1,2,4,2,4,1,2,3,4,1,,,,,,,,,,,B
2,3,3,2,3,2,4,3,4,1,,,,,,,,,,,B
1,2,3,5,4,3,3,3,4,1,,,,,,,,,,,A
2,1,3,5,2,4,4,3,2,2,,,,,,,,,,,A
1,1,2,2,2,2,4,3,2,1,,,,,,,,,,,D
1,1,2,1,5,1,4,3,2,1,,,,,,,,,,,A
1,2,3,4,4,4,3,3,2,2,,,,,,,,,,,A
2,1,3,4,5,4,3,3,2,1,,,,,,,,,,,D
1,2,2,3,4,3,4,3,4,2,,,,,,,,,,,A
2,3,3,4,4,3,3,3,3,1,,,,,,,,,,,C
1,3,2,5,3,4,3,3,3,2,,,,,,,,,,,A
1,3,3,4,3,3,3,3,2,1,,,,,,,,,,,C
2,3,2,6,6,1,3,3,2,3,,,,,,,,,,,C
1,1,3,3,3,3,3,3,2,1,,,,,,,,,,,A
1,2,2,1,3,1,4,3,3,1,,,,,,,,,,,A
1,3,4,1,5,3,2,3,5,3,,,,,,,,,,,A
1,3,3,4,5,4,2,3,2,1,,,,,,,,,,,D
2,1,3,3,3,3,4,3,1,1,,,,,,,,,,,B
1,3,2,3,2,2,1,3,1,2,,,,,,,,,,,A
2,3,3,2,4,3,3,3,2,1,,,,,,,,,,,C
2,2,3,5,5,4,3,3,3,1,,,,,,,,,,,C
2,1,3,2,5,2,2,3,1,1,,,,,,,,,,,A
2,1,3,1,1,2,4,3,1,1,,,,,,,,,,,B
1,3,2,2,2,2,2,3,3,2,,,,,,,,,,,B
2,3,4,6,6,1,2,3,2,3,,,,,,,,,,,D
2,3,2,4,5,2,4,3,4,1,,,,,,,,,,,A
2,3,2,5,2,3,3,3,2,2,,,,,,,,,,,D
2,1,4,4,2,3,3,3,4,1,,,,,,,,,,,D
2,3,3,4,3,4,3,3,4,1,,,,,,,,,,,D
1,3,2,2,2,1,2,3,2,1,,,,,,,,,,,C
2,1,1,2,3,2,3,3,1,2,,,,,,,,,,,C
2,1,2,3,5,2,3,3,4,1,,,,,,,,,,,B
2,1,2,3,5,2,1,3,4,1,,,,,,,,,,,C
2,2,2,3,3,3,4,3,1,1,,,,,,,,,,,B
1,3,3,1,3,1,4,3,4,1,,,,,,,,,,,A
2,3,3,4,1,1,2,3,4,1,,,,,,,,,,,A
2,3,2,4,3,4,3,3,1,1,,,,,,,,,,,A
2,3,2,4,1,3,2,3,3,1,,,,,,,,,,,C
1,3,3,1,3,1,2,3,2,1,,,,,,,,,,,A
2,3,2,1,3,1,1,3,4,1,,,,,,,,,,,B
2,1,2,4,4,3,4,3,3,2,,,,,,,,,,,A
1,1,3,3,3,2,3,3,2,2,,,,,,,,,,,C
1,1,3,3,2,3,3,3,2,1,,,,,,,,,,,A
2,1,3,3,1,2,2,3,3,1,,,,,,,,,,,A
2,3,2,2,3,2,4,3,1,1,,,,,,,,,,,A
2,1,2,4,3,3,3,3,4,2,,,,,,,,,,,B
1,1,2,2,2,1,3,3,1,1,,,,,,,,,,,A
1,3,3,3,5,3,1,3,2,1,,,,,,,,,,,D
1,3,2,3,3,2,3,3,5,1,,,,,,,,,,,A
2,3,3,2,3,2,3,3,4,1,,,,,,,,,,,D
2,2,3,5,2,4,3,3,3,2,,,,,,,,,,,E
1,1,2,4,5,3,3,3,2,2,,,,,,,,,,,A
2,1,2,5,3,4,2,3,2,2,,,,,,,,,,,C
2,3,2,3,2,2,3,3,3,1,,,,,,,,,,,A
2,3,2,5,3,2,2,3,3,1,,,,,,,,,,,E
2,2,4,2,4,3,4,3,3,1,,,,,,,,,,,B
2,1,3,3,5,3,2,3,1,1,,,,,,,,,,,A
2,2,2,4,2,4,4,3,4,1,,,,,,,,,,,A
2,1,3,2,2,2,3,3,4,1,,,,,,,,,,,A
1,1,2,3,3,3,3,3,3,1,,,,,,,,,,,B
1,1,2,5,5,4,3,3,4,2,,,,,,,,,,,C
1,1,2,2,3,2,3,3,4,1,,,,,,,,,,,D
1,1,3,4,2,2,4,3,1,1,,,,,,,,,,,D
1,2,3,3,1,2,2,3,5,1,,,,,,,,,,,C
2,2,1,1,2,1,2,3,3,1,,,,,,,,,,,C
2,3,3,3,4,2,1,3,1,1,,,,,,,,,,,C
1,2,3,1,3,1,3,3,2,3,,,,,,,,,,,A
1,1,3,5,1,4,3,3,2,2,,,,,,,,,,,C
2,3,3,2,1,1,3,3,2,1,,,,,,,,,,,B
1,1,5,3,5,3,2,3,2,3,,,,,,,,,,,A
2,1,2,3,3,2,2,3,2,1,,,,,,,,,,,B
2,1,2,3,3,3,2,3,2,1,,,,,,,,,,,D
1,1,3,5,3,3,3,3,2,2,,,,,,,,,,,A
1,1,3,3,4,3,1,3,2,1,,,,,,,,,,,A
1,1,3,3,1,3,3,3,1,1,,,,,,,,,,,A
2,3,2,1,3,1,3,3,4,1,,,,,,,,,,,C
2,1,2,4,4,3,3,3,5,2,,,,,,,,,,,B
1,1,2,4,2,2,3,3,2,2,,,,,,,,,,,A
2,1,3,3,5,3,3,3,1,1,,,,,,,,,,,A
1,1,2,3,3,2,4,3,4,1,,,,,,,,,,,D
1,2,3,4,2,2,4,3,3,1,,,,,,,,,,,C
1,1,2,1,1,1,3,3,4,1,,,,,,,,,,,D
2,2,2,4,2,2,3,3,2,1,,,,,,,,,,,A
2,1,3,4,4,3,3,3,2,1,,,,,,,,,,,A
2,1,3,3,2,2,4,3,1,1,,,,,,,,,,,B
2,3,2,4,4,3,3,3,4,1,,,,,,,,,,,B
1,1,3,3,5,3,3,3,4,1,,,,,,,,,,,C
1,3,3,3,5,2,2,3,1,2,,,,,,,,,,,B
2,1,3,4,4,4,3,3,4,2,,,,,,,,,,,D
1,1,1,1,3,1,1,3,5,3,,,,,,,,,,,A
2,2,3,4,2,2,4,3,1,1,,,,,,,,,,,E
2,1,3,2,5,3,3,3,3,1,,,,,,,,,,,C
2,2,3,5,4,4,1,3,1,3,,,,,,,,,,,B
1,3,3,6,6,1,3,3,4,1,,,,,,,,,,,C
2,3,2,2,5,2,1,3,4,2,,,,,,,,,,,B
2,1,3,3,6,3,2,3,4,1,,,,,,,,,,,A
2,1,2,1,2,2,3,3,1,1,,,,,,,,,,,A
2,3,2,1,4,1,1,3,4,1,,,,,,,,,,,E
2,3,2,3,4,4,3,3,3,1,,,,,,,,,,,B
2,1,4,1,2,2,1,3,2,1,,,,,,,,,,,A
1,2,2,3,4,2,2,3,5,1,,,,,,,,,,,D
2,1,3,2,3,2,4,3,4,1,,,,,,,,,,,C
2,2,2,5,4,4,1,3,2,1,,,,,,,,,,,C
2,1,3,2,4,2,2,3,1,1,,,,,,,,,,,A
1,1,2,2,1,2,3,3,4,1,,,,,,,,,,,A
1,2,2,5,4,4,3,3,2,1,,,,,,,,,,,C
2,2,3,4,5,4,2,3,4,1,,,,,,,,,,,C
2,2,1,4,1,4,2,3,3,1,,,,,,,,,,,A
2,1,3,4,2,3,4,3,2,1,,,,,,,,,,,D
2,1,3,2,2,1,4,3,2,1,,,,,,,,,,,A
2,1,3,5,3,4,3,3,1,2,,,,,,,,,,,D
2,3,2,2,2,2,4,3,3,1,,,,,,,,,,,C
2,2,3,1,1,1,2,3,4,1,,,,,,,,,,,A
1,3,2,3,2,3,4,3,2,1,,,,,,,,,,,D
1,2,3,5,3,3,3,3,3,1,,,,,,,,,,,A
2,3,3,1,5,1,4,3,2,1,,,,,,,,,,,A
1,3,2,1,4,1,4,3,2,1,,,,,,,,,,,A
2,1,3,4,3,3,4,3,2,1,,,,,,,,,,,D
1,1,2,3,3,2,4,3,4,2,,,,,,,,,,,D
1,1,3,5,2,4,3,3,4,1,,,,,,,,,,,C
2,2,2,4,4,3,3,3,3,1,,,,,,,,,,,C
2,3,4,6,6,1,1,3,1,2,,,,,,,,,,,C
2,2,2,4,5,3,3,3,4,1,,,,,,,,,,,B
2,1,3,4,3,2,3,3,2,2,,,,,,,,,,,D
2,2,1,2,1,1,3,3,2,2,,,,,,,,,,,C
1,3,2,5,5,4,2,3,3,1,,,,,,,,,,,D
1,1,3,1,1,1,3,3,3,1,,,,,,,,,,,D
2,3,3,2,2,1,3,3,3,1,,,,,,,,,,,A
2,3,4,1,1,1,3,3,4,3,,,,,,,,,,,C
2,1,3,1,5,4,3,3,3,1,,,,,,,,,,,C
2,3,2,3,3,2,4,3,3,2,,,,,,,,,,,D
2,3,3,5,4,4,1,3,4,1,,,,,,,,,,,A
2,1,3,3,4,2,3,3,4,1,,,,,,,,,,,B
2,1,3,4,5,3,3,3,3,1,,,,,,,,,,,D
2,1,4,2,3,1,3,3,2,1,,,,,,,,,,,B
2,1,2,2,1,3,4,3,4,2,,,,,,,,,,,C
2,2,2,3,2,2,3,3,2,1,,,,,,,,,,,C
2,1,3,5,3,3,4,3,4,2,,,,,,,,,,,D
1,3,3,4,4,3,3,3,4,1,,,,,,,,,,,C
2,3,2,3,5,2,2,3,3,2,,,,,,,,,,,C
2,3,2,3,4,2,2,3,3,1,,,,,,,,,,,D
1,2,2,1,4,1,3,3,2,1,,,,,,,,,,,A
2,1,2,2,4,2,4,3,3,1,,,,,,,,,,,B
2,1,2,4,5,3,3,3,4,2,,,,,,,,,,,B
2,3,1,2,3,2,2,3,1,1,,,,,,,,,,,A
2,3,2,2,5,2,3,3,4,1,,,,,,,,,,,A
1,1,2,2,3,3,2,3,5,2,,,,,,,,,,,C
1,2,2,4,4,3,2,3,1,2,,,,,,,,,,,A
1,1,3,3,5,3,4,3,3,1,,,,,,,,,,,A
2,2,3,3,4,2,1,3,4,1,,,,,,,,,,,B
2,3,3,1,2,1,4,3,2,1,,,,,,,,,,,A
2,1,2,1,2,1,4,3,2,1,,,,,,,,,,,B
2,1,3,4,3,3,3,3,3,1,,,,,,,,,,,B
1,1,3,2,2,2,3,3,2,1,,,,,,,,,,,B
2,3,3,1,4,3,2,3,2,3,,,,,,,,,,,E
2,1,2,3,4,3,4,3,4,1,,,,,,,,,,,B
2,3,2,2,5,1,4,3,2,1,,,,,,,,,,,A
2,3,3,2,4,2,3,3,4,1,,,,,,,,,,,D
1,1,3,3,3,2,2,3,2,1,,,,,,,,,,,D
2,1,2,5,1,1,4,3,2,1,,,,,,,,,,,C
1,1,1,1,5,1,3,3,2,1,,,,,,,,,,,A
2,1,3,1,2,1,2,3,2,1,,,,,,,,,,,A
2,2,2,5,4,4,4,3,4,1,,,,,,,,,,,A
2,1,3,2,5,4,3,3,4,1,,,,,,,,,,,D
1,1,2,5,4,4,3,3,2,1,,,,,,,,,,,B
2,1,2,2,3,2,2,3,3,2,,,,,,,,,,,A
2,2,2,1,4,3,4,3,2,1,,,,,,,,,,,C
1,1,4,4,3,2,4,3,2,1,,,,,,,,,,,A
2,1,3,3,3,3,3,3,3,1,,,,,,,,,,,A
1,1,3,3,4,2,3,3,4,1,,,,,,,,,,,A
2,3,2,5,5,4,4,3,4,1,,,,,,,,,,,E
1,1,2,2,2,2,3,3,2,2,,,,,,,,,,,A
2,1,2,4,4,4,2,3,2,2,,,,,,,,,,,E
1,3,2,2,3,1,3,3,2,1,,,,,,,,,,,A
1,3,2,1,1,1,3,3,3,3,,,,,,,,,,,D
2,1,3,2,4,2,4,3,5,3,,,,,,,,,,,C
2,2,2,2,5,1,3,3,4,1,,,,,,,,,,,C
2,1,3,4,5,4,4,3,2,1,,,,,,,,,,,A
2,3,2,5,3,4,3,3,2,1,,,,,,,,,,,A
2,1,3,1,3,1,2,3,2,1,,,,,,,,,,,C
1,1,2,2,3,2,3,3,2,1,,,,,,,,,,,C
2,3,3,2,3,1,2,3,5,1,,,,,,,,,,,E
2,3,3,2,1,3,3,3,3,1,,,,,,,,,,,D
2,1,3,4,5,4,3,3,4,1,,,,,,,,,,,B
2,3,3,1,1,1,2,3,3,3,,,,,,,,,,,B
1,3,3,4,5,4,4,3,4,1,,,,,,,,,,,A
2,2,2,1,3,2,4,3,2,1,,,,,,,,,,,A
2,2,3,4,2,4,3,3,3,2,,,,,,,,,,,E
2,1,2,2,4,3,3,3,4,3,,,,,,,,,,,C
1,1,3,3,3,2,4,3,3,1,,,,,,,,,,,D
2,2,2,2,2,3,2,3,4,1,,,,,,,,,,,A
2,1,3,4,4,4,3,3,2,1,,,,,,,,,,,A
1,1,2,4,4,4,3,3,3,1,,,,,,,,,,,A
2,3,3,4,4,3,2,3,2,1,,,,,,,,,,,E
1,1,2,5,5,4,3,3,2,1,,,,,,,,,,,A
1,2,1,1,1,2,1,3,2,3,,,,,,,,,,,E
2,2,2,3,5,2,3,3,4,1,,,,,,,,,,,A
1,2,2,3,3,3,2,3,5,3,,,,,,,,,,,E
2,1,3,1,1,4,3,3,4,1,,,,,,,,,,,D
1,2,3,4,4,3,3,3,1,1,,,,,,,,,,,A
2,3,3,2,4,3,4,3,4,1,,,,,,,,,,,A
2,3,4,6,6,1,1,3,1,3,,,,,,,,,,,B
2,1,3,3,4,4,4,3,2,3,,,,,,,,,,,D
2,3,2,1,4,2,2,3,2,1,,,,,,,,,,,A
1,1,2,3,1,3,4,3,1,1,,,,,,,,,,,C
2,1,2,3,2,2,3,3,4,1,,,,,,,,,,,A
1,2,3,1,4,2,4,3,4,1,,,,,,,,,,,A
1,3,4,3,1,2,2,3,4,1,,,,,,,,,,,C
2,3,2,3,1,2,4,3,2,1,,,,,,,,,,,B
2,1,1,4,4,4,2,3,2,1,,,,,,,,,,,A
1,1,2,4,4,3,2,3,4,1,,,,,,,,,,,D
2,1,3,3,2,2,3,3,3,1,,,,,,,,,,,A
1,1,3,3,1,2,4,3,2,1,,,,,,,,,,,D
2,2,2,2,3,1,3,3,2,1,,,,,,,,,,,B
2,2,2,1,2,1,2,3,3,1,,,,,,,,,,,C
2,2,1,3,4,3,2,3,2,1,,,,,,,,,,,A
2,3,2,1,4,1,3,3,5,1,,,,,,,,,,,D
1,1,4,3,2,3,4,3,3,1,,,,,,,,,,,D
2,1,4,1,4,1,1,3,2,3,,,,,,,,,,,A
2,1,2,4,4,3,2,3,2,3,,,,,,,,,,,C
1,3,4,4,5,3,3,3,2,1,,,,,,,,,,,A
1,2,2,3,1,2,3,3,3,2,,,,,,,,,,,A
2,3,3,2,4,2,3,3,4,1,,,,,,,,,,,A
1,1,2,4,2,2,3,3,1,1,,,,,,,,,,,C
2,1,3,3,5,2,2,3,3,1,,,,,,,,,,,C
1,1,3,4,2,3,4,3,2,2,,,,,,,,,,,C
2,1,2,5,1,4,4,3,3,1,,,,,,,,,,,C
1,3,3,3,3,3,2,3,1,1,,,,,,,,,,,E
1,3,3,1,2,1,2,3,2,1,,,,,,,,,,,D
2,3,2,1,3,1,4,3,2,1,,,,,,,,,,,C
2,1,3,1,4,1,1,3,4,3,,,,,,,,,,,E
1,3,2,1,5,3,3,3,4,1,,,,,,,,,,,A
2,3,2,2,1,2,3,3,1,1,,,,,,,,,,,D
1,1,3,5,4,4,3,3,2,2,,,,,,,,,,,A
2,1,3,2,1,2,2,3,2,1,,,,,,,,,,,C
2,1,2,4,2,2,2,3,1,1,,,,,,,,,,,A
2,2,2,5,5,4,2,3,1,1,,,,,,,,,,,A
1,1,1,2,4,1,3,3,3,2,,,,,,,,,,,A
1,1,3,2,2,2,2,3,4,1,,,,,,,,,,,C
2,1,2,1,5,2,3,3,2,2,,,,,,,,,,,D
2,1,1,4,2,3,2,3,1,1,,,,,,,,,,,B
1,1,3,3,5,1,3,3,1,1,,,,,,,,,,,C
2,1,2,1,4,2,4,3,4,1,,,,,,,,,,,C
1,1,3,3,4,1,2,3,1,1,,,,,,,,,,,A
2,1,3,2,2,1,3,3,3,1,,,,,,,,,,,A
2,3,2,5,4,4,3,3,3,2,,,,,,,,,,,D
1,3,2,3,2,1,4,3,3,1,,,,,,,,,,,A
1,1,2,3,3,1,3,3,4,1,,,,,,,,,,,C
2,3,2,1,5,4,2,3,4,1,,,,,,,,,,,A
2,3,3,4,5,4,3,3,2,1,,,,,,,,,,,C
2,1,2,2,3,1,2,3,4,1,,,,,,,,,,,D
2,1,2,2,2,2,3,3,2,1,,,,,,,,,,,D
1,1,2,4,5,4,4,3,4,2,,,,,,,,,,,B
2,1,4,1,5,1,2,3,4,2,,,,,,,,,,,C
2,1,3,5,5,4,3,3,2,2,,,,,,,,,,,D
1,2,3,1,4,1,2,3,1,1,,,,,,,,,,,A
2,3,3,1,1,1,3,3,1,1,,,,,,,,,,,E
2,1,2,2,2,1,3,3,4,3,,,,,,,,,,,A
2,3,4,4,2,3,2,3,2,1,,,,,,,,,,,A
2,2,4,2,4,3,3,3,2,1,,,,,,,,,,,B
2,2,2,1,5,1,3,3,2,1,,,,,,,,,,,D
1,3,3,1,3,2,3,3,3,1,,,,,,,,,,,C
2,2,3,3,4,2,3,3,4,1,,,,,,,,,,,A
1,3,2,3,5,1,4,3,1,1,,,,,,,,,,,A
2,1,2,1,1,1,3,3,4,1,,,,,,,,,,,C
2,1,3,4,2,3,3,3,1,1,,,,,,,,,,,C
2,2,3,3,3,3,3,3,3,2,,,,,,,,,,,A
2,1,3,3,2,2,3,3,1,1,,,,,,,,,,,A
2,1,3,3,2,3,1,3,3,1,,,,,,,,,,,B
2,1,3,5,5,3,2,3,2,1,,,,,,,,,,,C
1,3,3,1,5,1,2,3,4,3,,,,,,,,,,,A
1,1,3,4,5,4,4,3,2,1,,,,,,,,,,,A
2,1,2,3,2,3,4,3,4,1,,,,,,,,,,,C
2,1,3,2,1,3,2,3,4,1,,,,,,,,,,,C
2,3,3,1,5,1,3,3,2,2,,,,,,,,,,,D
2,2,1,1,5,2,3,3,1,1,,,,,,,,,,,B
2,2,2,2,2,2,3,3,4,1,,,,,,,,,,,B
2,2,2,2,5,2,1,3,4,1,,,,,,,,,,,D
1,1,3,3,4,3,2,3,2,1,,,,,,,,,,,C
1,1,3,3,2,3,3,3,1,1,,,,,,,,,,,D
2,2,3,1,4,1,3,3,3,1,,,,,,,,,,,A
1,3,3,3,5,2,3,3,1,2,,,,,,,,,,,C
2,1,2,4,3,4,3,3,5,1,,,,,,,,,,,A
2,1,3,1,2,2,1,3,1,1,,,,,,,,,,,A
2,1,3,4,3,3,3,3,2,2,,,,,,,,,,,E
1,1,2,2,5,2,3,3,4,1,,,,,,,,,,,A
2,2,3,1,1,1,3,3,4,3,,,,,,,,,,,C
2,1,2,1,1,1,2,3,2,1,,,,,,,,,,,C
2,2,2,6,4,4,1,3,2,3,,,,,,,,,,,B
2,3,3,5,1,3,3,3,1,1,,,,,,,,,,,A
2,3,3,1,4,2,2,3,3,1,,,,,,,,,,,A
1,2,2,4,4,4,4,3,2,2,,,,,,,,,,,C
1,1,2,1,2,1,4,3,4,1,,,,,,,,,,,C
2,3,3,2,4,2,3,3,4,1,,,,,,,,,,,C
1,1,1,3,1,3,3,3,3,1,,,,,,,,,,,A
2,1,3,3,3,3,3,3,4,1,,,,,,,,,,,B
2,2,2,3,2,3,3,3,2,1,,,,,,,,,,,D
1,1,2,3,4,3,1,3,2,1,,,,,,,,,,,D
1,3,2,4,3,4,1,3,2,1,,,,,,,,,,,C
2,3,3,2,4,2,3,3,4,1,,,,,,,,,,,E
2,3,3,2,4,2,3,3,4,1,,,,,,,,,,,E
1,3,3,4,2,3,4,3,1,1,,,,,,,,,,,D
1,1,3,2,5,2,3,3,4,1,,,,,,,,,,,D
2,3,3,3,2,3,3,3,2,1,,,,,,,,,,,C
2,1,2,2,1,1,2,3,3,1,,,,,,,,,,,A
2,3,3,1,1,1,2,3,2,1,,,,,,,,,,,C
2,2,3,2,5,2,4,3,2,2,,,,,,,,,,,B
2,3,3,1,2,1,4,3,3,1,,,,,,,,,,,A
2,1,2,3,3,3,4,3,4,1,,,,,,,,,,,A
2,1,3,2,3,2,4,3,2,2,,,,,,,,,,,C
2,2,3,4,3,3,3,3,4,1,,,,,,,,,,,A
1,3,2,3,1,2,4,3,4,1,,,,,,,,,,,A
2,1,3,5,5,4,2,3,1,1,,,,,,,,,,,A
1,1,3,5,3,4,2,3,3,2,,,,,,,,,,,A
1,2,3,1,1,3,4,3,2,2,,,,,,,,,,,C
2,2,3,1,2,1,3,3,4,1,,,,,,,,,,,A
2,2,2,3,5,3,4,3,1,1,,,,,,,,,,,D
2,3,2,3,4,2,3,3,1,1,,,,,,,,,,,A
2,1,3,1,5,2,2,3,4,2,,,,,,,,,,,C
2,1,3,4,3,3,3,3,3,1,,,,,,,,,,,D
1,3,2,3,2,3,4,3,2,1,,,,,,,,,,,B
1,1,3,2,1,2,1,3,3,1,,,,,,,,,,,A
2,1,2,3,5,3,1,3,2,1,,,,,,,,,,,A
2,1,4,2,3,2,3,3,3,2,,,,,,,,,,,A
2,2,2,1,1,1,2,3,1,1,,,,,,,,,,,B
2,2,3,4,5,4,3,3,3,2,,,,,,,,,,,B
1,2,3,1,2,2,2,3,2,1,,,,,,,,,,,C
2,1,3,4,2,3,1,3,2,1,,,,,,,,,,,B
1,1,3,3,3,2,3,3,2,2,,,,,,,,,,,C
2,2,2,1,2,1,4,3,4,1,,,,,,,,,,,C
2,2,2,3,4,1,1,3,1,1,,,,,,,,,,,A
2,1,2,2,2,2,3,3,1,1,,,,,,,,,,,D
2,2,2,5,3,4,2,3,2,1,,,,,,,,,,,C
1,2,3,4,2,3,3,3,2,1,,,,,,,,,,,C
1,1,3,3,5,4,2,3,3,3,,,,,,,,,,,A
1,3,2,4,4,2,4,3,1,1,,,,,,,,,,,A
2,3,3,5,4,3,4,3,4,1,,,,,,,,,,,B
2,1,3,4,2,4,4,3,3,2,,,,,,,,,,,D
2,1,1,1,2,1,3,3,2,1,,,,,,,,,,,C
2,1,3,1,3,1,2,3,3,1,,,,,,,,,,,B
2,1,3,1,4,1,3,3,4,1,,,,,,,,,,,A
2,3,3,5,4,4,4,3,2,2,,,,,,,,,,,D
2,3,1,5,5,4,1,3,2,1,,,,,,,,,,,E
2,3,2,1,1,1,1,3,3,1,,,,,,,,,,,C
2,1,2,1,3,2,2,3,2,1,,,,,,,,,,,B
1,1,3,3,5,1,3,3,4,1,,,,,,,,,,,B
2,3,3,4,1,3,3,3,3,1,,,,,,,,,,,B
1,3,3,5,5,4,3,3,2,2,,,,,,,,,,,B
1,3,2,4,5,3,1,3,2,1,,,,,,,,,,,D
1,1,2,1,2,1,3,3,4,1,,,,,,,,,,,C
2,1,3,3,1,2,3,3,3,1,,,,,,,,,,,A
2,1,2,3,2,3,4,3,1,1,,,,,,,,,,,D
1,2,3,1,4,3,3,3,3,1,,,,,,,,,,,A
1,1,3,4,2,3,3,3,3,1,,,,,,,,,,,D
1,1,3,4,2,4,2,3,1,2,,,,,,,,,,,B
2,1,3,2,3,2,3,3,4,2,,,,,,,,,,,C
2,3,2,4,3,3,3,3,3,1,,,,,,,,,,,B
2,1,2,2,2,1,4,3,1,1,,,,,,,,,,,C
2,2,2,3,5,3,4,3,2,2,,,,,,,,,,,D
1,2,3,3,3,3,3,3,4,1,,,,,,,,,,,E
2,2,2,2,2,1,2,3,4,2,,,,,,,,,,,C
2,3,3,4,3,4,2,3,2,1,,,,,,,,,,,E
2,1,2,3,5,3,4,3,2,2,,,,,,,,,,,A
1,1,2,3,3,3,3,3,4,1,,,,,,,,,,,C
2,1,2,2,5,2,3,3,2,2,,,,,,,,,,,D
2,1,2,4,5,3,3,3,3,2,,,,,,,,,,,B
1,2,2,5,4,4,2,3,1,1,,,,,,,,,,,E
2,2,3,5,1,4,3,3,4,1,,,,,,,,,,,E
1,1,2,2,5,2,3,3,2,1,,,,,,,,,,,B
2,2,2,3,4,2,2,3,2,1,,,,,,,,,,,D
2,1,3,3,3,2,2,3,2,1,,,,,,,,,,,B
2,1,3,2,3,2,4,3,3,2,,,,,,,,,,,D
1,3,3,1,2,1,3,3,2,1,,,,,,,,,,,A
1,1,3,4,4,3,2,3,3,2,,,,,,,,,,,D
2,2,3,2,5,3,3,3,1,1,,,,,,,,,,,C
2,1,2,3,3,3,3,3,3,1,,,,,,,,,,,A
2,3,2,1,5,3,2,3,1,1,,,,,,,,,,,D
1,2,3,5,5,4,3,3,4,1,,,,,,,,,,,D
2,3,3,5,4,4,4,3,4,2,,,,,,,,,,,A
1,3,3,3,5,3,3,3,3,2,,,,,,,,,,,D
1,3,3,4,2,3,4,3,2,2,,,,,,,,,,,D
1,3,1,3,5,2,4,3,4,1,,,,,,,,,,,A
2,1,3,3,4,2,1,3,1,1,,,,,,,,,,,D
2,1,2,3,3,2,1,3,2,1,,,,,,,,,,,B
2,1,3,2,2,2,3,3,2,1,,,,,,,,,,,C
2,1,3,4,3,3,2,3,4,2,,,,,,,,,,,B
2,1,2,4,4,3,2,3,2,1,,,,,,,,,,,B
2,2,2,4,5,3,2,3,2,1,,,,,,,,,,,D
2,3,3,5,5,3,3,3,4,2,,,,,,,,,,,A
2,1,1,1,1,3,3,3,1,1,,,,,,,,,,,C
2,1,3,5,3,4,3,3,4,1,,,,,,,,,,,A
2,3,1,3,4,3,1,3,4,2,,,,,,,,,,,E
2,3,3,3,1,2,2,3,2,1,,,,,,,,,,,C
2,3,3,4,4,2,4,3,4,1,,,,,,,,,,,A
2,1,2,4,3,3,1,3,4,1,,,,,,,,,,,D
1,1,3,5,3,4,2,3,4,3,,,,,,,,,,,C
2,2,3,4,2,4,4,3,1,1,,,,,,,,,,,B
1,3,3,1,4,2,2,3,2,2,,,,,,,,,,,C
1,2,3,3,2,2,3,3,2,1,,,,,,,,,,,A
2,2,3,5,5,4,3,3,1,1,,,,,,,,,,,D
1,1,2,3,5,2,1,3,3,1,,,,,,,,,,,D
2,2,3,1,5,1,3,3,3,1,,,,,,,,,,,D
1,1,3,5,4,4,4,3,1,1,,,,,,,,,,,A
2,1,1,1,2,1,3,3,3,3,,,,,,,,,,,A
2,2,3,2,4,2,3,3,2,1,,,,,,,,,,,D
2,2,3,3,5,3,4,3,1,1,,,,,,,,,,,A
1,1,3,3,2,2,2,3,2,2,,,,,,,,,,,C
1,1,2,2,3,2,3,3,4,2,,,,,,,,,,,C
2,1,3,4,4,2,3,3,3,1,,,,,,,,,,,A
1,3,4,1,2,1,3,3,2,1,,,,,,,,,,,C
1,1,3,2,3,3,4,3,4,1,,,,,,,,,,,C
2,2,4,2,5,1,4,3,2,3,,,,,,,,,,,C
2,3,3,2,2,2,3,3,2,1,,,,,,,,,,,C
2,1,3,3,2,2,4,3,1,1,,,,,,,,,,,D
2,1,2,5,4,4,4,3,2,2,,,,,,,,,,,A
1,1,3,2,3,2,4,3,2,2,,,,,,,,,,,B
2,2,3,1,5,2,3,3,1,1,,,,,,,,,,,A
2,2,1,2,1,3,3,3,3,2,,,,,,,,,,,C
2,1,3,5,4,4,4,3,4,1,,,,,,,,,,,A
2,1,3,4,5,4,3,3,2,1,,,,,,,,,,,E
2,1,2,5,5,4,3,3,1,1,,,,,,,,,,,B
2,3,2,1,2,1,4,3,2,1,,,,,,,,,,,C
